Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Which finding is most consistent with modern views of leadership development?,Follower characteristics are irrelevant to leader effectiveness,Leadership is shaped only by formal authority,"Effective leadership involves interaction among leader, followers, and situation",Ethical concerns are separate from leadership effectiveness,3,"Modern leadership perspectives view effectiveness as an interaction among leader qualities, follower characteristics, and situational demands rather than as a product of the leader alone.",medium,Industrial/Organizational Psychology,Chapter 12,Leadership
A charismatic leader becomes dangerous when charisma is used primarily for personal gain rather than the common good. This concern is most related to:,ethical leadership,job enrichment,organizational citizenship behavior,downward communication,1,The issue is ethical leadership because charisma becomes problematic when influence is used for selfish purposes rather than for the welfare of followers and the organization.,medium,Industrial/Organizational Psychology,Chapter 12,Leadership
"In a culturally diverse organization, an effective leader is most likely to:",apply identical assumptions about motivation across all employees,ignore cultural differences to avoid conflict,show global awareness and respect for different cultural backgrounds,delegate all intercultural issues to human resources,3,"Effective leadership in diverse organizations requires cultural sensitivity, awareness of differences, and respect for varied backgrounds to promote inclusion and effective functioning.",medium,Industrial/Organizational Psychology,Chapter 12,Leadership
A psychometrician is asked by a company president to interpret leadership assessment results for promotion decisions beyond the psychometrician's training. The most ethical initial response is to:,proceed to satisfy management because the request comes from authority,give an informal interpretation but avoid writing a report,decline or refer the task unless adequate competence and proper authority are present,release raw results directly to supervisors for their own interpretation,3,Ethical practice requires psychology practitioners to work only within the boundaries of their competence and to make appropriate referrals when the requested task exceeds their training or lawful professional role.,medium,Industrial/Organizational Psychology,Chapter 12,Leadership
"A consultant conducting a leadership development program in an organization is requested to share individual feedback reports with all department heads. Based on professional ethics, the best action is to:",share all reports because organizational leaders paid for the service,"clarify at the outset who the client is, probable uses of information, and limits of confidentiality",post the results in a common folder to promote transparency,allow managers unrestricted access to all personal data to strengthen accountability,2,"Ethical practice in organizational work requires clear advance clarification of roles, intended uses of information, and confidentiality limits so that individual data are handled responsibly and professionally.",medium,Industrial/Organizational Psychology,Chapter 12,Leadership
"A collection of employees who interact regularly, influence one another, and work toward a common objective is best described as a:",coalition,work group,labor union,role set,2,A work group consists of two or more individuals who interact and work toward a goal.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which condition most clearly distinguishes a true work team from a mere collection of employees assigned to the same area?,Team members hold identical job titles,Team members work the same shift,Team members are interdependent in accomplishing shared tasks,Team members report to different supervisors,3,A true team is distinguished by interdependence and a shared outcome.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"A newly hired employee learns that members of her unit are expected to arrive early for meetings, avoid contradicting the supervisor in public, and help one another during peak workload periods. These shared expectations are called:",sanctions,norms,values,roles,2,Norms are shared expectations or informal rules guiding behavior in a group.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"In a project team, one member consistently gathers information, another coordinates activities, and another mediates disagreements. These patterns of expected behavior are examples of:",roles,statuses,reinforcers,grievances,1,Roles are behavior patterns expected of individuals based on their position or function in the group.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which statement best describes organizational socialization?,The formal ranking of employees according to pay grade,"The process by which employees learn group norms, roles, and work expectations",The replacement of informal communication with formal communication channels,The measurement of employee attitudes toward management,2,"Organizational socialization is the process through which newcomers learn how to function in the group and organization, including norms, roles, and expected conduct.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
A team member begins agreeing with a proposal that she privately doubts because the rest of the group strongly supports it. This is the clearest example of:,social loafing,conformity,polarization,deindividuation,2,"Conformity occurs when a person aligns behavior or expressed opinion with group norms or pressures, even when privately disagreeing.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Group cohesiveness is best defined as the:,degree to which members are attracted to one another and motivated to remain in the group,extent to which authority is concentrated in one leader,amount of conflict present in the group,degree to which group members differ in personality,1,Group cohesiveness refers to attraction among members and the strength of their attachment to the group.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which condition is most likely to increase group cohesiveness?,High instability in membership,Strong interpersonal attraction among members,Extreme competition within the group,Ambiguous goals and responsibilities,2,"Cohesiveness tends to increase when members like, value, and identify with one another.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"A team performs well because members share the belief that, as a unit, they can successfully handle demanding tasks. This shared belief is called:",group efficacy,groupthink,role ambiguity,social facilitation,1,Group efficacy is the collective belief that the team can perform successfully.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"When the presence of other people improves performance on simple or well-learned tasks, this effect is known as:",social inhibition,group polarization,social facilitation,diffusion of responsibility,3,Social facilitation refers to improved performance on simple or well-practiced tasks when others are present.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"A clerk types routine invoices faster when coworkers are nearby, but makes more mistakes when learning a new billing system in front of others. This pattern is best explained by:",equity theory,social facilitation and inhibition,the Hawthorne effect,laissez-faire leadership,2,"The clerk's faster performance on familiar tasks reflects social facilitation, while poorer performance on a novel task reflects social inhibition.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"In some work groups, individual members exert less effort on a collective task than they would if working alone. This tendency is called:",social loafing,accommodation,group efficacy,escalation of commitment,1,Social loafing occurs when individuals exert less effort in group tasks because responsibility is shared or individual contributions are less identifiable.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which situation best illustrates social loafing?,A worker improves output because her supervisor is observing her,A team member works harder to compensate for an absent coworker,Several employees reduce effort because individual contributions are hard to identify,A group becomes more cohesive after a successful project,3,"When individual accountability is low in group work, some members may reduce effort.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
A quality improvement committee becomes less effective because one highly dominant member discourages other members from expressing alternative views. This problem is most directly related to:,status incongruence,individual dominance,role clarity,procedural justice,2,Individual dominance becomes problematic when one member controls discussion and suppresses participation by others.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Groupthink is most likely to occur when:,group members feel free to challenge assumptions and critique proposals,the group systematically examines alternatives before deciding,pressure for unanimity discourages critical evaluation of decisions,team members possess diverse technical skills,3,Groupthink occurs when the desire for agreement and cohesion overrides realistic appraisal of alternatives.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which is the best example of group polarization?,Team members adopt a more extreme position after discussion than they held individually at first,Group members refuse to work because rewards are inequitable,Supervisors and subordinates disagree about performance ratings,A committee divides work equally across members,1,Group polarization refers to post-discussion shifts toward more extreme positions than members initially held.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which statement about group decision making is most accurate?,Group decisions are always superior to individual decisions,"Group decisions can provide more information, but may also be slowed by process losses",Group decisions eliminate interpersonal conflict,Group decisions are least useful when tasks are complex,2,"Groups can pool knowledge and perspectives, but they also face coordination problems, conformity pressure, and time costs.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which feature is most essential to a work team?,A formal title assigned by top management,Equivalent educational backgrounds among members,Shared responsibility for producing an outcome,A permanent reporting relationship,3,"A team is characterized by shared accountability and joint responsibility for an output, service, decision, or product.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which type of team is formed to address a specific problem or project and may disband after the objective is achieved?,Management team,Project team,Production team,Service line team,2,"Project teams are commonly formed for a specific task, problem, or initiative and may dissolve once the objective is completed.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Virtual teams are especially likely to face challenges involving:,excessive physical proximity,limited need for coordination,trust development and communication across distance,complete absence of technology,3,"Virtual teams often struggle with building trust, coordinating remotely, and managing communication without regular face-to-face contact.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Teams tend to function most effectively when:,members have no clear goals,the organization fails to support the team's work,members possess complementary skills and a shared purpose,conflict is completely eliminated,3,"Effective teams typically have complementary competencies, clear purpose, and coordinated effort.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which statement best distinguishes cooperation from competition in work groups?,"Cooperation discourages coordination, whereas competition improves it","Cooperation aligns efforts toward shared goals, whereas competition places goals in opposition","Cooperation is always harmful, whereas competition is always beneficial",Cooperation occurs only in informal groups,2,"Cooperation involves coordinated effort toward common objectives, while competition involves opposing goal attainment.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Conflict in organizations is best defined as:,any emotional reaction experienced by employees under stress,behavior intended to block another person or group from attaining goals,a temporary decline in productivity due to fatigue,the formal process of filing a grievance,2,Conflict is commonly defined in I/O psychology as behavior aimed at frustrating or blocking another party's goal attainment.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
A supervisor feels torn between being supportive to a close friend on the team and enforcing organizational rules fairly. This is an example of:,intergroup conflict,interorganizational conflict,intra-individual conflict,task conflict,3,"Intra-individual conflict occurs within the person when two roles, motives, or goal demands are incompatible.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"Two employees compete for a single promotion, and each person's success prevents the other from obtaining it. This situation best illustrates:",intragroup conflict,interindividual conflict,interorganizational conflict,role overload,2,Interindividual conflict occurs between two people whose goals are incompatible.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Members of the same department disagree strongly about which marketing strategy to adopt. This is best classified as:,intragroup conflict,intergroup conflict,interorganizational conflict,avoidance conflict,1,"Intragroup conflict occurs within the same group when members disagree over issues such as strategy, procedures, or norms.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Annual budget disputes between the production department and the marketing department are best classified as:,intragroup conflict,intergroup conflict,intra-individual conflict,interpersonal accommodation,2,Intergroup conflict exists when two groups or departments pursue competing goals.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Competition between two companies seeking the same customers is an example of:,interindividual conflict,intragroup conflict,interorganizational conflict,procedural conflict,3,"When separate organizations compete for the same market or customers, the conflict is interorganizational.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which is the most common source of conflict in many organizations?,An excess of resources,Scarcity of valued resources,Too much role clarity,Identical group goals,2,"A common source of conflict is competition over limited resources such as money, staff, equipment, time, and supplies.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Greater task interdependence among units within an organization generally:,reduces the possibility of conflict because all units share goals,has no effect on conflict,increases the potential for conflict if one unit depends on another's performance,eliminates the need for coordination,3,"As interdependence rises, one unit's outcomes depend more on another's timely and effective performance.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Which statement about conflict is most accurate?,Conflict is always destructive and should be eliminated,Conflict is always beneficial because it increases energy,Conflict can be constructive or destructive depending on its level and consequences,"Conflict affects only satisfaction, not performance",3,The I/O literature treats conflict as neither inherently good nor bad.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"According to common conflict-style models, a person who seeks to satisfy both parties through direct problem solving is using:",avoidance,accommodation,collaboration,domination,3,Collaboration is the conflict style in which both parties work toward a solution that satisfies both sides.,medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
A manager resolves a dispute by insisting on one solution and using authority so that one side wins and the other loses. This conflict strategy is best described as:,compromise,collaboration,avoidance,domination,4,"Domination, sometimes called forcing, uses power or authority to impose a solution, producing a win-lose outcome.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"In an organizational assessment, a psychometrician is asked by management to release raw team conflict test data to line supervisors for informal discussion. Under ethical standards, the most appropriate response is to:",release all raw data because management requested it,release only the names of employees involved in the conflict,"withhold raw test data and ensure results are released only through proper, authorized channels",post summarized results publicly to increase transparency,3,"Ethical standards require protection of confidentiality, test security, and controlled release of assessment results only through proper, authorized channels.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
"A psychometrician facilitating a team-building intervention in a company must clarify who the client is, the probable uses of the information obtained, and the limits of confidentiality, especially when services are requested by management. This is primarily an application of:",third-party request clarification and informed consent,social facilitation theory,group polarization,employment-at-will doctrine,1,"When services are requested by a third party such as management, the practitioner must clarify the relationship, the client, the uses of information, and the limits of confidentiality.",medium,Industrial/Organizational Psychology,Chapter 13,"Group Behavior, Teams, and Conflict"
Organization development is best defined as the,use of psychological testing to classify employees into work groups,process of improving organizational performance by making organization-wide changes,method of increasing productivity by focusing only on individual employee incentives,practice of replacing supervisors with self-managing teams in all settings,2,"Organization development focuses on improving organizational functioning through broad, system-level change rather than isolated individual fixes.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which situation best illustrates an organization development concern?,A firm wants to compare two intelligence tests for hiring clerks,A supervisor wants to coach one employee with poor attendance,"A company wants to improve adaptation to restructuring, new work systems, and shifting employee expectations",A payroll officer needs to compute overtime more accurately,3,"Organization development is concerned with helping organizations adapt to change, improve systems, and manage organization-wide issues such as restructuring and evolving work demands.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
A major premise behind organization development is that,most organizational problems are best solved by external authorities with no employee input,long-term effectiveness improves when organizations become better able to solve their own problems,worker resistance disappears when management imposes stricter controls,immediate productivity is more important than sustainable change,2,"A key organization development principle is that interventions should strengthen the organization's own capacity for diagnosis, adaptation, and problem solving rather than create dependence on outsiders.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
"In a sacred cow hunt, management is primarily attempting to identify",informal leaders who resist authority,long-standing practices that continue despite no longer adding value,employees with low organizational commitment,departments with the highest overtime costs,2,"Sacred cows are outdated, unquestioned practices that persist mainly because of habit or tradition, even when they no longer serve a useful purpose.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which of the following is the clearest example of a paper cow?,A safety checklist required by law,A monthly report that no one reads but everyone still prepares,A coaching log used for performance feedback,A customer complaint form used to improve service recovery,2,"A paper cow is unnecessary paperwork that consumes time and resources without contributing value, quality, or productivity.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which action best reflects the logic of a sacred cow hunt?,Preserving old procedures because they are familiar,Rewarding conformity to existing routines,"Asking whether a policy adds value, quality, service, or productivity",Limiting suggestions for change to upper management only,3,The essence of a sacred cow hunt is critical examination of established procedures by testing whether they still serve a meaningful organizational purpose.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Employees often resist organizational change mainly because,change always reduces pay and benefits,employees prefer inefficiency over innovation,"change may threaten familiar routines, valued skills, and expected outcomes",resistance is usually evidence of low intelligence,3,"Employees often resist change because it creates uncertainty, threatens competence, disrupts routines, and may alter working conditions or status.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which employee would most likely be classified as a reluctant changer?,One who actively promotes a proposed restructuring,One who immediately volunteers to pilot a new work process,One who initially hesitates but later adapts after support and clarification,One who is unaware that change is taking place,3,A reluctant changer is not openly enthusiastic at first but may eventually accept and adjust once concerns are addressed and support is available.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Revolutionary change differs from evolutionary change because revolutionary change is typically,slower and less disruptive,more radical and rapid,limited to changes in employee schedules,confined to quality improvement programs,2,"Revolutionary change refers to dramatic, discontinuous, and often rapid transformation, whereas evolutionary change is more gradual and incremental.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which practice is most likely to increase employee acceptance of change?,Withholding information until implementation is complete,Punishing all criticism of the new system,Involving employees in the change process and clearly communicating reasons for the change,Using only written memos and avoiding discussion,3,"Participation and communication reduce uncertainty, increase perceived fairness, and improve commitment to the change effort.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
An organization introduces a new customer service model. Which implementation strategy is most consistent with effective change management?,Announce the change on Friday and require full compliance by Monday,"Explain the need for change, address concerns, train employees, and reinforce progress",Focus only on resistant workers and ignore supportive employees,Wait for resistance to disappear before communicating goals,2,"Effective implementation combines rationale, preparation, skill building, and reinforcement so employees understand both the purpose and process of change.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Organizational culture is best described as the,formal chain of command shown in an organizational chart,"shared values, beliefs, assumptions, and behavior patterns within the organization",system of financial rewards linked to productivity,sum of employees' individual personalities only,2,"Organizational culture consists of the shared meanings and norms that shape how people think, behave, and interpret events in the workplace.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which of the following is most likely to be considered a cultural artifact?,A company's median salary level,A story repeatedly told about the founder's commitment to customer service,The exact number of employees in each division,A job analysis worksheet,2,"Stories, rituals, symbols, and recurring narratives are cultural artifacts because they communicate and reinforce organizational values.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
"A company emphasizes innovation, teamwork, and customer service in hiring, training, and daily rituals. This most strongly suggests",a weak organizational culture,a strong alignment between values and practices,a purely bureaucratic structure,an absence of norms,2,"When hiring, training, and rituals consistently reinforce the same values, the organization demonstrates a coherent and strong culture.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Empowerment refers to the,transfer of all managerial authority to employees,elimination of accountability systems in teams,"increase in employees' sense of power, control, and meaningful participation at work",replacement of training with self-study,3,"Empowerment centers on increasing employees' perceived and actual capacity to influence work outcomes, exercise discretion, and feel ownership.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which managerial action is the clearest example of empowerment?,Requiring approval for every small decision,Giving employees discretion to solve customer problems within clear guidelines,Centralizing all decisions in the executive office,Rotating employees through departments without explanation,2,"Empowerment involves meaningful discretion plus appropriate boundaries, increasing autonomy while preserving accountability.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which condition would most likely weaken empowerment?,High self-efficacy,Access to information relevant to one's job,Excessive monitoring that removes discretion from task decisions,Participation in problem solving,3,Empowerment declines when employees have little autonomy or control over their work decisions.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which statement best reflects the relationship between empowerment and organizational change?,Empowerment tends to reduce employees' willingness to adapt,Empowerment can ease adaptation because employees feel greater personal control and involvement,Empowerment is useful only in unionized organizations,Empowerment affects satisfaction but not commitment to change,2,"When employees feel they have influence and are not merely passive recipients of change, they are more likely to accept and adapt to organizational transitions.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which option represents the lowest level of employee input?,Employees make the final decision without review,Management and employees jointly decide,Employees are merely informed after a decision has already been made,Employees recommend a solution that management usually accepts,3,This reflects minimal employee input because workers have no meaningful role in shaping the decision.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which option represents a relatively high level of employee input?,Management asks for no feedback,Employees provide suggestions but never influence outcomes,Employees participate directly in decisions affecting their work,Supervisors issue directives and employees document compliance,3,Direct participation in decisions represents a relatively high degree of employee input and is closely tied to empowerment.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Flexible work arrangements are primarily designed to,eliminate the need for supervision,increase uniformity in work hours across all jobs,give employees greater scheduling flexibility while maintaining organizational functioning,reduce training costs by shortening workweeks,3,Flexible work arrangements attempt to balance employee control over time and location with organizational needs for coordination and performance.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
"In a flextime system, core hours refer to the",hours employees may work if they choose,fixed period during which employees must be present,overtime hours required each week,time reserved for breaks and lunch only,2,Core hours are the required overlap period in flextime systems so that coordination and availability can be maintained.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Gliding time differs from many other flextime arrangements because it,requires a fixed weekly schedule submitted in advance,has core hours that all employees must follow,allows employees to choose their hours without advance scheduling,is limited to part-time employees,3,Gliding time is an especially flexible arrangement in which employees can choose their hours without the usual requirement to submit schedules in advance.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
A compressed workweek is best illustrated by which schedule?,Five 8-hour days each week,Four 10-hour days each week,Alternating day and night shifts every week,Two 20-hour days each week,2,A compressed workweek condenses the normal total weekly hours into fewer but longer workdays.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which flexible work strategy most directly involves telecommuting?,Compressed workweek,Reduced work hours,Working from home,Gliding time only,3,"Telecommuting most directly refers to performing one's work remotely, commonly from home.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Research on flexible work arrangements generally suggests that they are associated with,higher absenteeism and lower job satisfaction,lower productivity and greater role conflict,less absenteeism and higher job satisfaction,no meaningful organizational consequences,3,Flexible work arrangements are commonly linked to beneficial outcomes such as lower absenteeism and improved job satisfaction.,medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Downsizing is best defined as,replacing all temporary workers with permanent staff,"reducing an organization's workforce to improve efficiency, productivity, or competitiveness",rotating managers across departments,decentralizing authority to lower levels,2,"Downsizing is a workforce reduction strategy used in response to competitive, financial, or efficiency pressures.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which statement about downsizing is most accurate?,It always improves organizational effectiveness,It affects only employees who lose their jobs,It may create harmful consequences for both layoff victims and survivors,It is primarily a training intervention,3,"Downsizing affects those laid off and those retained, and survivors may also experience stress, distrust, guilt, and lowered morale.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
"After a reduction in force, employees who remain in the organization are most likely to",become immediately more trusting and risk-taking,"experience stress, lowered morale, and reduced confidence if the process is mishandled",show no reaction because they kept their jobs,uniformly increase productivity regardless of management behavior,2,"Survivors often show anxiety, cynicism, distrust, and lowered morale when layoffs are perceived as unfair or poorly managed.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which management response is most likely to reduce the negative effects of downsizing on survivors?,Keeping the reasons for layoffs confidential,Allowing rumors to circulate until emotions settle,"Communicating openly, treating laid-off employees fairly, and involving survivors in decisions",Increasing surveillance to prevent complaints,3,"Fair process, transparent communication, and supportive participation reduce uncertainty and help preserve trust among survivors.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
"In organization development, action research is best described as",a purely theoretical model with no data collection,a method of gathering and using organizational data to diagnose problems and guide intervention,a disciplinary process for handling employee resistance,a legal audit of compliance with labor standards,2,"Action research is a data-based organization development method in which organizational information is collected, interpreted, fed back, and used to plan and evaluate change efforts.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which sequence best reflects the action research model?,"Diagnose problem, gather data, terminate employees, evaluate morale","Gather data and diagnose, provide feedback, plan action jointly, implement, then evaluate and repeat","Train supervisors, design compensation, restructure hierarchy, end consultation","Set goals, increase pay, conduct exit interviews, compare turnover",2,"This sequence reflects the cyclical logic of action research: diagnosis, feedback, collaborative planning, intervention, and evaluation, followed by further refinement.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Survey feedback is most accurately described as,a selection procedure using applicant questionnaires,an organization development method in which survey data are used to identify issues and guide planned change,a performance appraisal interview conducted annually,a counseling approach for employees under stress,2,"Survey feedback uses employee data to diagnose concerns, communicate findings, and support evidence-based organizational change.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which organization development technique focuses most directly on improving team functioning and work-group processes?,Team building,Graphology,Job evaluation,Banding,1,"Team building is the organization development technique most directly aimed at improving group functioning, coordination, trust, and effectiveness.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
A psychometrician is asked to administer an employee attitude survey for an organization development project and then independently interpret the results and design a major organization-wide intervention without appropriate supervision from a licensed psychologist. Which is the most appropriate action?,Accept the assignment because organization development work is outside professional regulation,Proceed if the organization urgently needs the report,Decline the unsupervised interpretive and intervention role and work only within legal and competence boundaries,Delegate the interpretation to untrained HR staff,3,"Under Republic Act No. 10029 and the Philippine Code of Ethics, psychologists and psychometricians must work within legal scope and boundaries of competence, make appropriate referrals when needed, and avoid performing functions for which they are not properly qualified or authorized.",medium,Industrial/Organizational Psychology,Chapter 14,Organization Development
Which statement best defines stress in the work setting?,A stable personality trait marked by low frustration tolerance,A psychological and physical reaction to demands or events perceived as taxing or threatening,A condition caused only by excessive workload in formal organizations,A negative attitude resulting solely from dissatisfaction with compensation,2,Stress in the work setting is best understood as a psychological and physical reaction to events or demands perceived as threatening or taxing. This definition captures both the subjective appraisal component and the strain response emphasized in occupational stress literature.,medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Which employee is most likely to experience role ambiguity?,A worker whose duties are clear but difficult,A worker who is asked to perform many tasks in a short period,A worker who receives inconsistent expectations and unclear performance standards,A worker who dislikes a supervisor's leadership style,3,"Role ambiguity exists when job duties, standards, or expectations are not clearly defined. Unclear performance expectations and inconsistent messages directly produce this form of stress.",medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Which situation best illustrates role conflict?,A manager is uncertain about how performance will be rated,A supervisor must protect subordinates while also implementing a management order that harms the team,An employee performs repetitive work below his skill level,A worker is exposed to constant machine noise,2,Role conflict occurs when expectations tied to one role interfere with expectations tied to another. A supervisor caught between loyalty to subordinates and directives from upper management is a classic example.,medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Role overload is best described as a condition in which the employee:,Performs routine work that does not use existing competencies,Experiences incompatible demands from two or more roles,Lacks enough work to remain mentally engaged,"Perceives that available time, skill, or resources are insufficient to meet demands",4,"Role overload develops when employees feel they cannot complete required tasks because of limited time, inadequate resources, or insufficient capability relative to demands.",medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Underutilization becomes a stressor when:,Pay is below industry standards,"The worker feels that knowledge, skills, or energy are not being fully used",The supervisor frequently gives developmental feedback,The employee is promoted too rapidly,2,"Underutilization becomes stressful when employees feel their competencies, energy, or abilities are not being used meaningfully, often in monotonous or low-demand roles.",medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Which is an example of an organizational stressor rather than an individual dispositional stressor?,Type A behavior pattern,Low resilience,Poor person-job fit caused by unclear job design,Pessimistic thinking style,3,"Organizational stressors arise from the work environment, job design, or role structure. Poor personjob fit caused by the way work is designed is an organizational source rather than a dispositional one.",medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Which job condition is most directly associated with stress arising from lack of control?,Strong employee autonomy in decision-making,High discretion over pacing and methods,Little influence over work procedures and outcomes,High emotional stability,3,"A lack of control is a known work stressor. When employees have little autonomy or influence over how their work is done, stress tends to increase.",medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Workfamily conflict refers to:,Disagreement between spouses regarding income allocation,Stress that arises when work and family role demands compete,Conflict between family members employed in the same company,Family opposition to an employee's promotion,2,Workfamily conflict refers to cumulative stress that results when the demands of work and family roles compete or interfere with one another.,medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Which is the best example of a physical work environment stressor?,Interpersonal jealousy,Role conflict,Noise and uncomfortable temperature,Lack of organizational commitment,3,Noise and temperature are classic physical work environment stressors. They originate in the surroundings of the job rather than in personality or role structure.,medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Which employee is most vulnerable to stress-related strain based on dispositional factors?,A Type B employee with high optimism,A resilient worker with strong coping resources,A pessimistic employee with Type A tendencies,An employee with high autonomy and low workload,3,Type A behavior pattern and pessimism are associated with greater vulnerability to stress and stress-related strain compared with Type B patterns and optimism.,medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
Which method is most directly based on the employee's own perception of stress?,Blood pressure monitoring,Cortisol assay,Self-report stress inventory,Security incident log,3,"Self-report measures directly assess perceived stress by asking employees to rate their own experience of strain, workload, ambiguity, or related symptoms.",medium,Industrial/Organizational Psychology,Chapter 15,Stress Management Dealing with the Demands of Life and Work
